season,level1,level2,beta,delta_F,d_B,coverage,A_rev,A_lf,A_imbalance,A_ep_blocked_rate,A_lost_rate,A_flex_share_n,A_flex_share_cbm,A_avg_unit_price,A_mean_d,A_no_offer_rate,B_rev,B_lf,B_imbalance,B_ep_blocked_rate,B_lost_rate,B_flex_share_n,B_flex_share_cbm,B_avg_unit_price,B_mean_d,B_no_offer_rate,P_rev,P_lf,P_imbalance,P_ep_blocked_rate,P_lost_rate,P_flex_share_n,P_flex_share_cbm,P_avg_unit_price,P_mean_d,P_no_offer_rate,C_rev,C_lf,C_imbalance,C_ep_blocked_rate,C_lost_rate,C_flex_share_n,C_flex_share_cbm,C_avg_unit_price,C_mean_d,C_no_offer_rate,A_rev_sd,B_rev_sd,P_rev_sd,C_rev_sd,cannibalisation,gap_BA,gap_CB,gap_CA,gap_PA,gap_CP,d_paper,CA_ci95
Peak/Peak,Peak,Peak,0.4,0.0,0.05,0.4722222222222222,4424.410374920187,0.6679363488708012,0.05917354272845378,0.4770963450590052,0.4770963450590052,0.0,0.0,100.0,,0.0,4460.120553080634,0.6925889356113365,0.03520917264509258,0.5488116407297646,0.4992732476071549,0.5532168550546376,0.5562488811762003,97.21875559411899,0.05000000000000001,0.0,4201.227345105571,0.6929132139953103,0.03522281429648226,0.5493608776082275,0.5001724334335842,0.561841338211137,0.5646689149728062,91.5299662754079,0.15,0.0,4531.831085504516,0.6925342619163501,0.03652498544606235,0.5459145296488664,0.4980985400447861,0.5367936778200039,0.5397520443508844,98.78901444530875,0.023862796150561687,0.030707331689522263,234.31299521370735,226.87629794605905,220.79003253710187,233.09714694613209,0.7376261645962733,0.8071172231868555,1.607816012380001,2.4279101955199316,-5.044356443058067,7.869218046104984,0.15,0.38489329622123014
Peak/Normal,Peak,Normal,0.4,0.0,0.05,0.48148148148148145,4345.366640558688,0.6560034179587393,0.06218722096148346,0.4348004566739138,0.4348004566739138,0.0,0.0,100.0,,0.0,4405.99187868627,0.6843553027444892,0.03672857385614891,0.5073404413687944,0.4549750257186817,0.5549303227449943,0.5608714302732589,97.19564284863371,0.05000000000000001,0.0,4145.162551855125,0.6843687349135105,0.03722718923358858,0.5082143152269617,0.45582036169346035,0.565118846993802,0.5705916479635357,91.44112528054697,0.14999999999999997,0.0,4492.070307324441,0.6856784568210444,0.037391366259111845,0.5024132997727476,0.4513051318116051,0.5287709747790658,0.5302917227084621,98.89827810967043,0.01920193048155271,0.04535534520183857,245.64739816161244,219.17877152095076,211.80614031116235,224.4710582272641,0.733667071197411,1.395169686298026,1.9536674376221779,3.3760940997809845,-4.607300264030729,8.368978324241152,0.15,0.4050651084608615
Peak/OffPeak,Peak,OffPeak,0.4,0.0,0.05,0.49074074074074076,4160.873928933647,0.628151257387326,0.0932137665249224,0.3826189927463557,0.3826189927463557,0.0,0.0,100.0,,0.0,4288.419083363801,0.6657983777300092,0.04152589689233392,0.44805500327702374,0.39154222140034944,0.5474042238163213,0.5524478866469932,97.23776056676503,0.05000000000000001,0.0,4041.8398805259426,0.666231068609688,0.04079886663586455,0.44843985478549586,0.3925986636878942,0.556002282973584,0.5608579958096587,91.58713006285512,0.14999999999999997,0.0,4343.284369560719,0.6649395276849268,0.039532007070424494,0.4455147707976825,0.387439978574737,0.5081757900711876,0.5077006869857508,98.6073669170587,0.02575143440673265,0.08702287066541206,281.0013310475952,248.2309943908779,238.32878645316038,257.2771839021655,0.6968223266095607,3.065345324289637,1.2793825680367445,4.383945386055473,-2.8607944013869893,7.458100715151314,0.15,0.4772714236800621
Normal/Peak,Normal,Peak,0.4,0.0,0.05,0.48148148148148145,4353.585140961849,0.657244133599313,0.062381444078241005,0.43443759441474566,0.43443759441474566,0.0,0.0,100.0,,0.0,4414.923295996012,0.6854872747520585,0.038316976074402494,0.5079121376428313,0.4550888713250489,0.5499552191991504,0.5536960226733902,97.23151988663305,0.05000000000000002,0.0,4155.597686408633,0.6851742585707007,0.038484807840849795,0.5091656398171245,0.45625453403788235,0.5588294633152006,0.562499970445229,91.56250044332155,0.14999999999999997,0.0,4405.1729735445815,0.6811610176807321,0.04127207577817216,0.4997816625478533,0.45212614383993965,0.49602861936014875,0.49573700233199874,97.63040444788736,0.04545207884913486,0.12214221990015538,237.69101852919857,226.4495328840746,221.2486889673946,249.64911043000592,0.7293513513513513,1.408911346582996,-0.22084919256180666,1.184950584688349,-4.547687667582259,6.005761528653586,0.15,0.41101814157831734
Normal/Normal,Normal,Normal,0.4,0.0,0.05,0.4444444444444444,4274.254492478496,0.6452678883572611,0.06133820286824775,0.3828285571955848,0.3828285571955848,0.0,0.0,100.0,,0.0,4325.618400786179,0.6716284739738421,0.04064067514654171,0.45803658543314085,0.4028294319879157,0.5497339385645489,0.553869862868197,97.23065068565901,0.05000000000000001,0.0,4072.7024056833748,0.6716939691543312,0.04130202932244446,0.4593003100183509,0.40384558767885825,0.559855427385359,0.5640863158756119,91.53870526186581,0.14999999999999997,0.0,4393.173830076512,0.6717440816146647,0.04205944389517045,0.451829707180544,0.3996096819324126,0.5161183294352576,0.517733701416367,98.73096449601107,0.025916579434079736,0.06657388083543048,250.43247881073106,235.57681910000977,224.06933445192274,245.49557224843696,0.7474126778783958,1.2017044936858459,1.5617519399782092,2.782224076906999,-4.715491020710096,7.868766054350685,0.15,0.4095651242040568
Normal/OffPeak,Normal,OffPeak,0.4,0.0,0.05,0.4722222222222222,4077.8762275542854,0.6156214111645962,0.08068778659437152,0.31023041139171337,0.31023041139171337,0.0,0.0,100.0,,0.0,4207.956863775355,0.6532137412728565,0.04175706649471513,0.3812164692042379,0.32279593578938254,0.5441309305342595,0.5495879904048541,97.25206004797572,0.05000000000000001,0.0,3968.212121259626,0.6537999272312399,0.042013603436146615,0.38175438616944946,0.3236743008090045,0.552797204913891,0.557957522010946,91.63063716983581,0.14999999999999994,0.0,4251.494212699714,0.6537254831583753,0.041090709725435375,0.3748327637873855,0.3167673901207341,0.5036984096118124,0.505095740220445,98.18247091607695,0.033207616947290894,0.08255778862079287,262.17183103802694,240.03555214744082,233.52707472268122,241.18541211700796,0.7281570363466915,3.1899113401753567,1.0346434227773396,4.257558970826249,-2.689245582140448,7.138783985926783,0.15,0.43573960728320804
OffPeak/Peak,OffPeak,Peak,0.4,0.0,0.05,0.5092592592592593,4156.283956054884,0.6274583266991068,0.09673893329158802,0.3863060141588291,0.3863060141588291,0.0,0.0,100.0,,0.0,4310.9193608136975,0.6694280914454527,0.04111510306219824,0.45060807279359033,0.3930878357405565,0.5528525628054417,0.5565131972708351,97.21743401364583,0.05000000000000001,0.0,4060.715403971371,0.6698562405586835,0.04009634450016431,0.45093079751382886,0.3939115877283294,0.5616548250450026,0.5656402870884524,91.51539569367321,0.14999999999999997,0.0,4344.736138980354,0.6691884672093024,0.041317161848234904,0.45056723161218565,0.39277001679561396,0.5500156095512964,0.5535479967127234,98.02077664467302,0.034246158564182734,0.00318147683756633,271.9096976421062,242.80811564014135,234.152257558675,239.30346909897082,0.7021568826940686,3.7205206957417003,0.7844446934927853,4.534150816402533,-2.2993749487276545,6.994352146205839,0.15,0.4651315553367166
OffPeak/Normal,OffPeak,Normal,0.4,0.0,0.05,0.4398148148148148,4067.8130003841216,0.6141022041642696,0.07620569838978698,0.30817714176703226,0.30817714176703226,0.0,0.0,100.0,,0.0,4183.066391637648,0.6496332486448679,0.042541274479855486,0.3796908396977786,0.32383671515696477,0.5547511559560143,0.5580616648590541,97.20969167570475,0.05000000000000001,0.0,3941.3387810992517,0.6502516978589307,0.042151908687413225,0.38071450945390756,0.32433873622214276,0.5633154748367845,0.5662648541255538,91.50602718811668,0.14999999999999997,0.0,4240.483701253704,0.6496676110864504,0.04264484215798899,0.3743355200553107,0.3197644114656323,0.5189993275609514,0.5199641898734094,98.54955938798983,0.026925325872981454,0.07107573680047434,275.893123777493,228.82259591502563,223.5202049911051,230.81313423160566,0.7320598571590523,2.8333011188725505,1.3726129169462489,4.244804292952427,-3.1091453631945947,7.589931664565499,0.15,0.4677070785298583
OffPeak/OffPeak,OffPeak,OffPeak,0.4,0.0,0.05,0.4583333333333333,3874.756417595409,0.5849571886466499,0.06698788457996158,0.2034605302895209,0.2034605302895209,0.0,0.0,100.0,,0.0,4026.732182892674,0.6249916267869102,0.04396939686247778,0.27444184719918296,0.216236195702679,0.53896369988191,0.5467487092625215,97.26625645368739,0.05000000000000001,0.0,3796.5551118001126,0.6253620051331611,0.043086707911058966,0.2757975947558366,0.21729894858185222,0.5483695685169494,0.5563714320801271,91.65442851879808,0.14999999999999994,0.0,4097.249314710315,0.6229476497257663,0.04636020853524002,0.2691893684194867,0.2120362467792765,0.49710216862034945,0.501152802601016,99.2983588344674,0.014898557278755997,0.08529318071487968,288.30607115885846,247.46089212817995,234.69657811940726,257.3086101580582,0.7591619682214249,3.9222017829853093,1.7512247801636522,5.742113132700622,-2.018225079650978,7.920185380046549,0.15,0.47272721334076734
ANY,ANY,ANY,0.4,0.0,0.05,0.49074074074074076,4212.240402485596,0.6359058578631637,0.07125359073724036,0.3722290955332632,0.3722290955332632,0.0,0.0,100.0,,0.0,4306.404011747156,0.6685756791330034,0.039960183071315374,0.4433949164285672,0.38784222201500923,0.548984761129795,0.5521516440845553,97.23924177957723,0.05000000000000001,0.0,4058.061533336765,0.6690381526294005,0.03919309929182454,0.4435515428241675,0.38809352681164827,0.558988464995715,0.5620484188662334,91.5692737170065,0.14999999999999997,0.0,4385.179718170725,0.6678735291376438,0.0406716862388317,0.43686837761080466,0.3833608774635677,0.5102369637397018,0.5089968481573177,99.11561233486849,0.019659677586119608,0.08165377935736103,291.6641217930031,257.0431449264818,248.3864324584539,266.91949148978074,0.725199669512531,2.23547566767545,1.829268833316202,4.105637360656806,-3.6602580673660436,8.060946886751255,0.15,0.42030323097329897
Peak/Peak,Peak,Peak,0.4,-0.30000000000000004,0.05,0.44907407407407407,4430.45248161957,0.6688485026599593,0.05856641397913618,0.47981562748748524,0.47981562748748524,0.0,0.0,100.0,,0.0,4473.448082804708,0.6921520800465233,0.040363877556963405,0.5425418378723301,0.49229406563614064,0.4822552409245502,0.48583237038268934,97.57083814808655,0.05000000000000001,0.0,4248.5364522513355,0.6927847484321048,0.039495093018825075,0.5433303787382431,0.49296839677090937,0.49092987477200395,0.4945670268463468,92.58149459730481,0.14999999999999997,0.0,4512.036930013997,0.6922961233866176,0.0402955303601912,0.5417805860982198,0.4916086970023764,0.4745979753190303,0.47736764819740585,98.39495903252501,0.03325589891535156,0.011601196313221976,236.2524138711388,220.90432503143592,216.263813423103,216.226490669435,0.7259512141401905,0.9704562087848185,0.8626197620940156,1.8414473179182802,-4.106037252920366,6.202147038729789,0.15,0.38807145203662385
Peak/Normal,Peak,Normal,0.4,-0.30000000000000004,0.05,0.46296296296296297,4333.3106898329925,0.6541833770883142,0.06366077798213374,0.4348909774532482,0.4348909774532482,0.0,0.0,100.0,,0.0,4398.966200453421,0.680622236289587,0.039518447307401006,0.49980666397250745,0.4461263271990876,0.4798880868702999,0.4855587958708679,97.57220602064564,0.05000000000000001,0.0,4178.927716132076,0.6814494757936432,0.03941637575602686,0.5008115224034785,0.44679579840344147,0.48914762709192106,0.49470156211741667,92.57947656823875,0.14999999999999997,0.0,4372.986066993071,0.6807836512614691,0.039970076018442324,0.4979477213960838,0.4449243751789169,0.46307611450582625,0.4665527767373608,96.98284935111212,0.058881468575305844,0.04408414290639691,240.92807217458608,227.16072232664135,222.02118747259541,220.1029206578655,0.7262680316426244,1.515135085385698,-0.5905963418785071,0.9155904111183851,-3.56270262511148,4.643735523633594,0.15,0.3938911217342589
Peak/OffPeak,Peak,OffPeak,0.4,-0.30000000000000004,0.05,0.5138888888888888,4173.754651440431,0.6300958109058622,0.09210070197731192,0.3840250924854619,0.3840250924854619,0.0,0.0,100.0,,0.0,4327.361808632293,0.6695541837558922,0.04231716864308172,0.4418812794431276,0.3810391394827199,0.4805115645274246,0.48590978367271714,97.5704510816364,0.05000000000000001,0.0,4110.263842790394,0.6702254683646942,0.0426125244658137,0.4425760207356153,0.3820401065208199,0.4895931673942129,0.4944656693263994,92.58301496010401,0.14999999999999994,0.0,4369.37758288233,0.6691203247459654,0.042980918079430906,0.44118331620274487,0.3769029222560083,0.44755021785163984,0.44901123842242513,98.58284656938908,0.03369801858395772,0.08859834403115455,263.94548729735106,230.50469771489296,225.61396886254883,231.33345505928875,0.6853002070393375,3.680311135175365,0.9709327786325405,4.686977260974986,-1.5211916835630368,6.304065870283106,0.15,0.442452271511712
Normal/Peak,Normal,Peak,0.4,-0.30000000000000004,0.05,0.4861111111111111,4338.721075017528,0.6550001622912935,0.06259552442765644,0.433136260267812,0.433136260267812,0.0,0.0,100.0,,0.0,4415.281693908063,0.6831127916814472,0.0402050371148487,0.49855060173584015,0.44443872189104744,0.4810308860404637,0.4846087296434282,97.57695635178287,0.05000000000000001,0.0,4191.980418700289,0.6833580353550472,0.03959168307940465,0.4987909899159774,0.4451921088521304,0.4893186006374994,0.4926783792374896,92.60982431143766,0.14999999999999994,0.0,4420.845786120742,0.6822727890547376,0.040599547936013544,0.49621356888812795,0.4430452017729056,0.463700178635201,0.46486009260206074,97.8257490142516,0.04485372430501787,0.037486634067218555,252.93105937889516,226.40369549098378,222.59333229462868,224.80959668340984,0.7217552605646049,1.7645895545434571,0.12601896319221453,1.8928322351969056,-3.38211776650441,5.459600106896765,0.15,0.3962470282466316
Normal/Normal,Normal,Normal,0.4,-0.30000000000000004,0.05,0.4722222222222222,4282.815295739876,0.6465602801539668,0.0596505941164791,0.379199682111347,0.379199682111347,0.0,0.0,100.0,,0.0,4335.786673716483,0.6706943401843318,0.04103846286260728,0.44847703593568156,0.39410915034906124,0.47478941324761353,0.4812304779548896,97.59384761022552,0.05000000000000001,0.0,4115.72570433786,0.6705751942003642,0.041418253490983326,0.4494194747979888,0.39504184410004234,0.483250062959673,0.4896440787488793,92.65533881876681,0.14999999999999994,0.0,4348.113482619936,0.6679396908947087,0.04377401678133196,0.4395163342824931,0.3886572552475037,0.4117966617545879,0.41058124935467677,98.27127734746618,0.04093827851041979,0.15285711385491194,245.74904464300081,228.47177531003555,221.52669929603184,243.36649774409491,0.72842191110507,1.2368354532892838,0.2843038606621904,1.5246556848952142,-3.9013961579949528,5.646337850871482,0.15,0.40174440982084086
Normal/OffPeak,Normal,OffPeak,0.4,-0.30000000000000004,0.05,0.49074074074074076,4072.763413445954,0.6148495491313338,0.07973546689742478,0.3071603745099065,0.3071603745099065,0.0,0.0,100.0,,0.0,4208.220063465499,0.6511346741093667,0.04457221785800367,0.3714253439637673,0.3100467170810058,0.47834206643180044,0.4860881161205214,97.5695594193974,0.05000000000000001,0.0,3992.8727668692013,0.6512062331227443,0.04380523714558418,0.37258071418456423,0.3115974833908616,0.4878996011535594,0.49532894478824263,92.57006582817635,0.14999999999999994,0.0,4198.4619151571815,0.6487722569222926,0.04470355121391671,0.3637002452632705,0.3060425983879253,0.43042225869061923,0.4342828106020785,97.70150246571843,0.051907122021484946,0.11407340334083255,274.5559421805306,258.29488883090715,246.08014298223748,258.6035042739776,0.7202115239337957,3.3259150181015698,-0.2318830327585526,3.0863197527320714,-1.9615832904263264,5.148903065328123,0.15,0.47204806219108875
OffPeak/Peak,OffPeak,Peak,0.4,-0.30000000000000004,0.05,0.5092592592592593,4169.346473475576,0.6294303251019892,0.09692277978967906,0.3860209477644021,0.3860209477644021,0.0,0.0,100.0,,0.0,4332.3157796598225,0.6703176082057212,0.040626580042665325,0.4407081998322703,0.3808893325692464,0.48177265392505575,0.48561457726383184,97.57192711368083,0.05000000000000001,0.0,4109.671128338351,0.6700778734631626,0.04058252451723103,0.44193555187338573,0.38256395169416707,0.48944459055887635,0.493770104862046,92.5934484270693,0.14999999999999994,0.0,4338.5303316617565,0.6693219176143986,0.04226449392582041,0.4412875110562382,0.3774572326227327,0.46040954782847626,0.46288109423950274,97.85560508644663,0.04229501641750378,0.06159720555296629,257.701401920422,240.41757867802366,233.15575879050138,245.50322102855853,0.6855993662014748,3.908749422026199,0.1434464226063855,4.057802805847129,-1.4312877453784651,5.568796046605783,0.15,0.43840930981119575
OffPeak/Normal,OffPeak,Normal,0.4,-0.30000000000000004,0.05,0.4861111111111111,4090.814882003075,0.6175747104473241,0.0795702308638591,0.3125739850547078,0.3125739850547078,0.0,0.0,100.0,,0.0,4215.395661123264,0.6519770844174689,0.04344508767949039,0.3762944252786388,0.3160424490675448,0.47196051375839104,0.47847241413261427,97.60763792933693,0.05000000000000002,0.0,4000.6213987218366,0.6517070184767937,0.04464874504518516,0.3779521387480378,0.318305403198775,0.48148237200813554,0.4885092897331035,92.67236065400344,0.14999999999999994,0.0,4273.212743393525,0.6517364993863201,0.0428800630007837,0.3740271274650047,0.3137006183197243,0.4538266887905721,0.45826509260380105,98.98610121874394,0.021474903994954383,0.04147207928092114,266.06439965836887,243.73047823324256,235.54875773687857,245.8059015267859,0.7241871633460965,3.045378065584526,1.371569525572224,4.458717068642768,-2.2047803648615627,6.81372510677413,0.15,0.4441596256406223
OffPeak/OffPeak,OffPeak,OffPeak,0.4,-0.30000000000000004,0.05,0.47685185185185186,3884.384133110742,0.5864106481145445,0.06923744945792866,0.20705095557279882,0.20705095557279882,0.0,0.0,100.0,,0.0,4019.167812114268,0.621541989130064,0.045527715863684426,0.2710365034384885,0.21353467368065732,0.4675922247343227,0.4756484369999965,97.62175781500002,0.05000000000000001,0.0,3823.2042155658187,0.6225422744716876,0.044917875895816126,0.27155641569169103,0.2139819560273814,0.4777716577984169,0.48563085067708,92.7155372398438,0.14999999999999994,0.0,4025.151920512994,0.6207878871049141,0.04588908473561286,0.2642707241818348,0.2091554547734898,0.4182889988994399,0.42308663017748094,97.87963324035556,0.04854477443928396,0.1131383888004887,291.87708149312266,265.3107059553378,258.96394630779025,263.5488117712299,0.7543146429393265,3.4698854280301847,0.14888923972492327,3.6239409537882272,-1.5750223316850065,5.282158460826237,0.15,0.4487811351407535
ANY,ANY,ANY,0.4,-0.30000000000000004,0.05,0.5185185185185185,4184.82802118138,0.6317675152749668,0.07420393722481561,0.36095157815194057,0.36095157815194057,0.0,0.0,100.0,,0.0,4286.4062535664825,0.6630917779167618,0.04462245370240172,0.4262394310163984,0.36852138993461553,0.47696142917318257,0.48197007564933636,97.59014962175331,0.05000000000000001,0.0,4068.0924830561876,0.662908857026362,0.0435242488072407,0.42710296588837865,0.3696135681817286,0.48504418594333765,0.4901652476022153,92.64752128596677,0.14999999999999994,0.0,4293.641913283645,0.6629023027679227,0.04180458104686877,0.42151041402124656,0.3634637050088167,0.42502884294838283,0.42427837217831427,97.7881914407539,0.048843582021197644,0.1252920344605127,314.0830002767272,275.4367661115425,263.43164786904856,266.43513336494846,0.7082749883309996,2.4272976540724613,0.16880480498418682,2.600199854127991,-2.7894942763320003,5.544353555551716,0.15,0.43360127099823137
Peak/Peak,Peak,Peak,0.6,0.0,0.05,0.46296296296296297,4423.572204049694,0.6678098134132991,0.05557067431956335,0.4795093157457771,0.4795093157457771,0.0,0.0,100.0,,0.0,4474.688285635472,0.6948115513205079,0.03757582221137937,0.5506567791310691,0.49960829017255853,0.5518192740819322,0.5548611673106223,97.2256941634469,0.05000000000000002,0.0,4207.868452478866,0.6945308322996172,0.03654084904659252,0.5515358799316709,0.5012863845130349,0.5659082334703447,0.568880615062199,91.46679077406701,0.14999999999999997,0.0,4553.486873357892,0.6921043266762016,0.03684918572756285,0.5426012962336767,0.4949902503376211,0.486926668770844,0.4801031239326331,99.32947324120856,0.015576929076405621,0.12971016688313164,240.00813984272173,212.4872617497841,207.6400995083357,222.2987151502129,0.7269870019177498,1.1555385382651289,1.7609849601228589,2.93687235825526,-4.876234446300106,8.213622283639161,0.15,0.396631907413803
Peak/Normal,Peak,Normal,0.6,0.0,0.05,0.4537037037037037,4359.955059122004,0.6582057758336358,0.061007346227959454,0.4343775095836426,0.4343775095836426,0.0,0.0,100.0,,0.0,4410.075402340217,0.6847006402440262,0.03687135597319014,0.506126143130693,0.4546624379071217,0.5498773473543638,0.5527648408059036,97.23617579597048,0.05000000000000001,0.0,4151.3176169496255,0.6849960258717855,0.03613397977411419,0.5081736172071523,0.4562316390978516,0.5642776009001311,0.567201736267982,91.49197395598028,0.14999999999999997,0.0,4461.076169600721,0.6837517912931469,0.03695716628863911,0.503242936353895,0.45082184479725557,0.513682873300991,0.5110214989852371,98.50566967085305,0.029910793257810493,0.07209056914890725,243.18587657286608,226.4815345650659,220.3540317924201,219.3161401105471,0.7330526096901643,1.1495610055280234,1.156460210032704,2.319315431179711,-4.785311759942622,7.461692436790833,0.15,0.38585084759029775
Peak/OffPeak,Peak,OffPeak,0.6,0.0,0.05,0.5092592592592593,4144.229249250453,0.6256384736187278,0.09720307518882602,0.3860360738025362,0.3860360738025362,0.0,0.0,100.0,,0.0,4318.56551561814,0.6707682501542733,0.04031153770048535,0.4495784845427192,0.39002725539125505,0.5557372461766859,0.5606949027787144,97.19652548610644,0.05000000000000002,0.0,4060.6704353952464,0.6707273968921654,0.04008950212009803,0.45036033499353934,0.391390111677,0.568924956664992,0.5734549152204833,91.39817627169276,0.14999999999999997,0.0,4400.055168949468,0.6703094406427595,0.04137011296373709,0.4486789484907729,0.38769309598283497,0.5222960766629541,0.5232234038561895,99.09592438976465,0.01669453547159331,0.06327112188217654,274.48537884510756,237.34980920184307,227.54925408010303,243.35064543233887,0.6960029924120978,4.206723515578162,1.8869611457003352,6.173063899524497,-2.016269101674805,8.35784974313453,0.15,0.46946021799632587
Normal/Peak,Normal,Peak,0.6,0.0,0.05,0.4722222222222222,4341.43578043146,0.6554099910071649,0.06241116937691551,0.4341795614098538,0.4341795614098538,0.0,0.0,100.0,,0.0,4417.780321796891,0.68598052861565,0.03976120781166817,0.5038436964942503,0.45179296501123467,0.5518887878148849,0.555157863998218,97.22421068000891,0.05000000000000002,0.0,4162.570340700737,0.6870466969228022,0.04049079516540369,0.5057186278682209,0.4533718264867257,0.5657604567237293,0.5688969633851855,91.4665455492222,0.14999999999999997,0.0,4428.014934868142,0.6854208104899903,0.0407000715466695,0.5008618390615386,0.44946558016909266,0.5225489767691812,0.5229457015039958,97.52930089695408,0.04301555244070555,0.06494587483688387,242.62380097619106,229.3048163344035,221.64246136201055,236.53070772173714,0.7280549011574311,1.7585090561409513,0.23166867353620507,1.994251644281532,-4.119960510228892,6.376939545548178,0.15,0.41452672971597604
Normal/Normal,Normal,Normal,0.6,0.0,0.05,0.46296296296296297,4265.841825261484,0.6439978600938231,0.05940545192607075,0.3837040778015144,0.3837040778015144,0.0,0.0,100.0,,0.0,4317.148883533081,0.6701452654453685,0.03892070658845614,0.45952941789619883,0.4044304896873169,0.5467307006648531,0.549108373041712,97.25445813479143,0.05000000000000001,0.0,4066.9198287369218,0.6707304691378682,0.03895297074962176,0.46127878739570766,0.40638172418544755,0.5615234901352594,0.5641858430191775,91.53721235471234,0.14999999999999997,0.0,4308.5728291223095,0.6694344586792179,0.038888676529859056,0.4503247153913063,0.40038908192497125,0.4998230022719921,0.49959913581229753,97.16080815969148,0.05047885406035553,0.10468746842486545,251.84983159786935,234.22896631319978,225.50402795864156,232.11514997463317,0.7396726422447389,1.2027416949162735,-0.19865088376922221,1.0017015541406393,-4.663135781232786,5.941916992753673,0.15,0.4030290681973639
Normal/OffPeak,Normal,OffPeak,0.6,0.0,0.05,0.4583333333333333,4073.2652933576064,0.6149253160262088,0.08005611931942512,0.30752430260467806,0.30752430260467806,0.0,0.0,100.0,,0.0,4216.0018745906,0.6547114467853703,0.040637577628287624,0.3754476420470488,0.31807052605497627,0.5521757663752672,0.5572574339838267,97.21371283008088,0.05000000000000001,0.0,3967.4321919969643,0.6551985702984429,0.039663575256933245,0.37753757142089567,0.32047216407342366,0.5672290974357541,0.572288056139822,91.41567915790267,0.14999999999999997,0.0,4280.833139134149,0.6532813780215053,0.04220598434571794,0.37159472854641534,0.3157462399658084,0.5179031205245158,0.5205284077284363,98.9181679473933,0.023335166330315193,0.06156094790807611,264.66334309736936,241.37447356165376,228.2069677037614,254.4796949441018,0.7290337283500455,3.5042299225085656,1.537742782665259,5.095858747895197,-2.598237378086501,7.899339723294367,0.15,0.43883619262744783
OffPeak/Peak,OffPeak,Peak,0.6,0.0,0.05,0.48148148148148145,4166.43328806815,0.6289905326189842,0.08963891116754354,0.38312323688077504,0.38312323688077504,0.0,0.0,100.0,,0.0,4319.1822883879095,0.6706518596015552,0.040561440764907794,0.44715682967880627,0.3893474363552325,0.5488678645016806,0.5548415129262348,97.22579243536882,0.05000000000000001,0.0,4066.669806817834,0.6710317793587225,0.03828391157750638,0.4476163515829977,0.3909752791325616,0.5619449811660564,0.5673379013086638,91.48993148037003,0.14999999999999997,0.0,4393.74347123145,0.6689111076024287,0.04035999240902883,0.44440030575647443,0.3861950994765378,0.5090630267224315,0.5114460214020419,99.16395652816314,0.016389028782939435,0.08025367659004407,272.27720002677955,243.3820672571063,236.00681232675961,244.98661629225901,0.6970164042717164,3.66618135365811,1.7262800656503325,5.455749977187232,-2.3944576656494085,8.042788816177598,0.15,0.4682222964516537
OffPeak/Normal,OffPeak,Normal,0.6,0.0,0.05,0.4675925925925926,4089.364219634078,0.6173557094858207,0.08058861687074848,0.3148511060735226,0.3148511060735226,0.0,0.0,100.0,,0.0,4213.526955045495,0.6540596957369794,0.04290865108813409,0.3834912870584293,0.32471595423184924,0.5468462252757351,0.5489189441988411,97.25540527900579,0.05000000000000001,0.0,3970.5019817975735,0.6547381291806852,0.0433227907762039,0.38543526517057436,0.3264527587159677,0.560813170972827,0.5629034410998408,91.5564483835024,0.14999999999999994,0.0,4278.165094902963,0.6532092352064537,0.04123453157742594,0.37631567504015145,0.31758329396054386,0.48635202080633605,0.4834915860728084,98.8699654540352,0.02247333847225529,0.1250109619799253,276.62903954387235,249.14632487449313,233.7264929108578,258.88312779544407,0.7242468415937804,3.036235677303582,1.5340625691279035,4.6168760014675065,-2.906619010989937,7.748720804468663,0.15,0.44627569167318903
OffPeak/OffPeak,OffPeak,OffPeak,0.6,0.0,0.05,0.4537037037037037,3883.309524851487,0.5862484186068067,0.0692460483137707,0.20473637906010506,0.20473637906010506,0.0,0.0,100.0,,0.0,4024.0635668609257,0.6247414592693733,0.04050584044776172,0.27360904169426015,0.21876924349996485,0.5431093097927053,0.5516847542773594,97.24157622861321,0.05000000000000002,0.0,3786.0159820695326,0.6244894629415988,0.0401163485877362,0.27502625852408985,0.22094543891532442,0.5565762561889077,0.5647377640220483,91.52893353966927,0.14999999999999994,0.0,4067.812367855787,0.6231612926838872,0.040799713052387346,0.26830677317620394,0.21392306489927862,0.4967341085798255,0.5019930573802698,98.53899448628734,0.02935849759385511,0.09709098396217453,297.12619929624356,263.6114704561537,256.23731114087275,273.445196253908,0.7591390941214263,3.624589827534331,1.0871796697036007,4.7511753009530295,-2.505428479479117,7.443084950534666,0.15,0.4482467373752268
